iter	Logloss
830	0.1664187146
831	0.1663919189
832	0.1663755848
833	0.1663559998
834	0.166333198
835	0.1663125319
836	0.1662941248
837	0.1662751454
838	0.1662523991
839	0.1662318705
840	0.1662060217
841	0.1661841112
842	0.1661603114
843	0.1661211299
844	0.1661051614
845	0.1660779065
846	0.1660642325
847	0.1660349648
848	0.1660145802
849	0.1659947934
850	0.1659713485
851	0.16595452
852	0.1659255229
853	0.1659058492
854	0.1658851899
855	0.1658687395
856	0.1658467515
857	0.1658338338
858	0.1658143971
859	0.1658016202
860	0.1657885326
861	0.1657603068
862	0.1657388293
863	0.1657164515
864	0.1656911002
865	0.1656734253
866	0.1656548969
867	0.1656317894
868	0.1656132345
869	0.1655857203
870	0.1655691554
871	0.1655468455
872	0.1655345674
873	0.1655105231
874	0.1654904414
875	0.1654682356
876	0.1654481268
877	0.1654216204
878	0.1654008114
879	0.165382611
880	0.1653689915
881	0.1653423322
882	0.165315212
883	0.1652905958
884	0.1652678086
885	0.1652571182
886	0.1652365577
887	0.1652142555
888	0.1651910577
889	0.1651327348
890	0.1651168495
891	0.1650955675
892	0.1650750647
893	0.1650507246
894	0.1650297405
895	0.1650083888
896	0.164991575
897	0.1649674208
898	0.1649501679
899	0.1649331166
900	0.1648781645
901	0.1648621677
902	0.1648395157
903	0.1648123975
904	0.1647946346
905	0.164780249
906	0.1647655087
907	0.1647437728
908	0.1647162739
909	0.1646931599
910	0.1646741572
911	0.1646584358
912	0.1646448952
913	0.1646249391
914	0.16460525
915	0.1645822041
916	0.1645614007
917	0.1645470378
918	0.1645283346
919	0.1645139669
920	0.1644558098
921	0.1644431957
922	0.1644251076
923	0.1644097521
924	0.16439104
925	0.1643739243
926	0.1643553467
927	0.1643354981
928	0.1643092193
929	0.164290404
930	0.1642650322
931	0.1642479473
932	0.1642327858
933	0.1642041768
934	0.1641864882
935	0.1641635664
936	0.1641395852
937	0.1641144017
938	0.1640940664
939	0.1640725762
940	0.1640489251
941	0.1640390489
942	0.1640141018
943	0.1639992249
944	0.1639865398
945	0.1639529656
946	0.1639345417
947	0.1638946515
948	0.1638798744
949	0.1638543866
950	0.1638419917
951	0.1638139185
952	0.1637975428
953	0.1637675426
954	0.1637498685
955	0.1637315302
956	0.1637149396
957	0.1636972713
958	0.1636758336
959	0.1636533256
960	0.1636366713
961	0.1636161275
962	0.1635948644
963	0.1635808651
964	0.1635608534
965	0.1635056077
966	0.1634677971
967	0.16344907
968	0.1634319809
969	0.1634276752
970	0.1634097906
971	0.1633999918
972	0.1633819483
973	0.1633592196
974	0.1633438214
975	0.1633270973
976	0.1633109393
977	0.163260283
978	0.1632480484
979	0.163226124
980	0.1632083685
981	0.1631854162
982	0.1631712438
983	0.1631231215
984	0.1631101765
985	0.1630868066
986	0.1630636389
987	0.1630375152
988	0.1630119135
989	0.1629717857
990	0.1629535042
991	0.1629254174
992	0.1629124297
993	0.1628935528
994	0.1628700529
995	0.1628479649
996	0.162830328
997	0.1628129783
998	0.1627961468
999	0.1627675497
